SKU (Item),Name,Category,Width (cm),Length (cm),Height (cm),Net Weight (kg),Gross Weight (kg),CBM,Product Type,Stacking Limit,Side Box Weight,Box_42x46x68_Layers,Box_42x46x68_PerLayer,Box_42x46x68_Total,Box_47x66x68_Layers,Box_47x66x68_PerLayer,Box_47x66x68_Total,Box_57x64x84_Layers,Box_57x64x84_PerLayer,Box_57x64x84_Total,Box_68x74x86_Layers,Box_68x74x86_PerLayer,Box_68x74x86_Total,Box_70x100x90_Layers,Box_70x100x90_PerLayer,Box_70x100x90_Total,Pallet_80x120x65_Layers,Pallet_80x120x65_PerLayer,Pallet_80x120x65_Total,Pallet_80x120x90_Layers,Pallet_80x120x90_PerLayer,Pallet_80x120x90_Total,Pallet_80x120x115_Layers,Pallet_80x120x115_PerLayer,Pallet_80x120x115_Total,Pallet_110x110x65_Layers,Pallet_110x110x65_PerLayer,Pallet_110x110x65_Total,Pallet_110x110x90_Layers,Pallet_110x110x90_PerLayer,Pallet_110x110x90_Total,Pallet_110x110x115_Layers,Pallet_110x110x115_PerLayer,Pallet_110x110x115_Total,RTN_Layers,RTN_PerLayer,RTN_Total,Warp_Required
FRN400AQ1S-4E,Inverter-FRN400AQ1S-4E,Inverters,89,185,62,322.0000,348.0000,1.021,Carton Case,,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN400AR1S-4A,Inverter-FRN400AR1S-4A,Inverters,89,185,62,319.0000,346.0000,1.021,Carton Case,,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN400AR1S-4E,Inverter-FRN400AR1S-4E,Inverters,89,185,62,319.0000,348.0000,1.021,Carton Case,1,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN400F1S-4A,Inverter-FRN400F1S-4A,Inverters,,,,No Data,No Data,0.000,Carton Case,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN400F1S-4DY,Inverter-FRN400F1S-4DY,Inverters,85,155,60,189.0000,209.0000,0.791,Carton Case,,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN400F1S-4E,Inverter-FRN400F1S-4E,Inverters,,,,No Data,No Data,0.000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN400F1S-4J,Inverter-FRN400F1S-4J,Inverters,,,,No Data,No Data,0.000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN400F1S-4U,Inverter-FRN400F1S-4U,Inverters,85,155,60,213.0000,227.0000,0.791,Carton Case,,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN400G1E-4A,Inverter-FRN400G1E-4A,Inverters,110,186,62,359.0000,396.0000,1.269,Carton Case,,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN400G1E-4E,Inverter-FRN400G1E-4E,Inverters,110,186,62,359.0000,398.0000,1.269,Carton Case,,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN400G1S-4A,Inverter-FRN400G1S-4A,Inverters,110,186,62,329.0000,391.0000,1.269,Carton Case,,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN400G1S-4T,Inverter-FRN400G1S-4T,Inverters,,,,No Data,No Data,0.000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN400G2S-4J,Inverter-FRN400G2S-4J,Inverters,110,186,62,298.0000,361.0000,1.269,Carton Case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN4.0AQ1L-4E,Inverter-FRN4.0AQ1L-4E,Inverters,23.5,55,34.5,10.4270,10.4270,0.045,Carton,3,11,,,,,,2,,,3,,,6,,,8,,,,,,14,,,,,,,,,16,,,,,,16,FALSE
FRN4.0AQ1M-4E,Inverter-FRN4.0AQ1M-4E,Inverters,23.5,55,34.5,10.2950,10.2950,0.045,Carton,3,11,,,,,,2,,,3,,,6,,,8,,,,,,14,,,,,,,,,16,,,,,,16,FALSE
FRN4.0AR1L-4E,Inverter-FRN4.0AR1L-4E,Inverters,23.5,55,34.5,10.5180,10.5180,0.045,Carton,,11,,,,,,2,,,3,,,6,,,8,,,,,,14,,,,,,,,,16,,,,,,16,FALSE
FRN4.0AR1M-4E,Inverter-FRN4.0AR1M-4E,Inverters,23.5,55,34.5,10.5220,10.5220,0.045,Carton,,11,,,,,,2,,,3,,,6,,,8,,,,,,14,,,,,,,,,16,,,,,,16,FALSE
FRN4.0E1E-2LM1,Inverter-FRN4.0E1E-2LM1,Inverters,16.5,22,27.5,3.6300,3.6300,0.010,Carton,,3.7,,,4,,,6,,,18,,,26,,,36,,,,,,48,,,72,,,,,,58,,,87,,,72,FALSE
FRN4.0E1E-4E,Inverter-FRN4.0E1E-4E,Inverters,16.5,22,27.5,3.7900,3.7900,0.010,Carton,,3.7,,,4,,,6,,,18,,,26,,,36,,,,,,48,,,72,,,,,,58,,,87,,,72,FALSE
FRN4.0E1E-4HLE,Inverter-FRN4.0E1E-4HLE,Inverters,,,,No Data,No Data,0.000,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
FRN4.0E1E-4LM1,Inverter-FRN4.0E1E-4LM1,Inverters,16.5,22,27.5,3.7430,3.7430,0.010,Carton,,3.7,,,4,,,6,,,18,,,26,,,36,,,,,,48,,,72,,,,,,58,,,87,,,72,FALSE
FRN4.0E1S-4E,Inverter-FRN4.0E1S-4E,Inverters,16.5,22,22,2.9500,2.9500,0.008,Carton,,3,,,8,,,12,,,27,,,39,,,54,,,,,,72,,,96,,,,,,58,,,116,,,96,FALSE
FRN4.0E1S-4JSF1E,Inverter-FRN4.0E1S-4JSF1E,Inverters,16.5,22,22,2.9400,2.9400,0.008,Carton,,3,,,8,,,12,,,27,,,39,,,54,,,,,,72,,,96,,,,,,58,,,116,,,96,FALSE
FRN4.0F1S-4E,Inverter-FRN4.0F1S-4E,Inverters,21.5,32,23,4.2600,4.2600,0.016,Carton,,4,,,4,,,6,,,12,,,18,,,27,,,,,,36,,,48,,,32,,,48,,,64,,,60,FALSE
FRN4.0G1E-4E,Inverter-FRN4.0G1E-4E,Inverters,21.5,32,23,3.7860,3.7860,0.016,Carton,,4,,,4,,,6,,,12,,,18,,,27,,,,,,36,,,48,,,32,,,48,,,64,,,60,FALSE
FRN4.0G1E-4EAQ,Inverter-FRN4.0G1E-4EAQ,Inverters,,,,No Data,No Data,0.000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
FRN4.0G1E-4ELF,Inverter-FRN4.0G1E-4ELF,Inverters,21.5,32,23,3.5930,3.5930,0.016,Carton,,4,,,4,,,6,,,12,,,18,,,27,,,,,,36,,,48,,,32,,,48,,,64,,,60,FALSE
FRN4.0LM1S-4AA,Inverter-FRN4.0LM1S-4AA,Inverters,21.5,32,23,3.2830,3.2830,0.016,Carton,,3.8,,,4,,,6,,,12,,,18,,,27,,,,,,36,,,48,,,32,,,48,,,64,,,60,FALSE
FRN4.0LM1S-4E,Inverter-FRN4.0LM1S-4E,Inverters,21.5,32,23,3.2960,3.2960,0.016,Carton,,3.8,,,4,,,6,,,12,,,18,,,27,,,,,,36,,,48,,,32,,,48,,,64,,,60,FALSE
FRN4.0LM1S-4EA,Inverter-FRN4.0LM1S-4EA,Inverters,21.5,32,23,3.3800,3.3800,0.016,Carton,,3.8,,,4,,,6,,,12,,,18,,,27,,,,,,36,,,48,,,32,,,48,,,64,,,60,FALSE
FRN4.0LM1S-4SD,Inverter-FRN4.0LM1S-4SD,Inverters,21.5,32,23,3.2920,3.2920,0.016,Carton,,3.8,,,4,,,6,,,12,,,18,,,27,,,,,,36,,,48,,,32,,,48,,,64,,,60,FALSE
FRN450AR1S-4U,Inverter-FRN450AR1S-4U,Inverters,,,,No Data,No Data,0.000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN450F1S-4A,Inverter-FRN450F1S-4A,Inverters,110,186,62,369.0000,429.0000,1.269,Carton Case,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN450F1S-4DY,Inverter-FRN450F1S-4DY,Inverters,85,155,60,213.0000,220.0000,0.791,Carton Case,,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN450F1S-4E,Inverter-FRN450F1S-4E,Inverters,,,,No Data,No Data,0.000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN450F1S-4J,Inverter-FRN450F1S-4J,Inverters,,,,No Data,No Data,0.000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN450F1S-4U,Inverter-FRN450F1S-4U,Inverters,85,155,60,162.0000,182.0000,0.791,Carton Case,,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN450G1S-4U,Inverter-FRN450G1S-4U,Inverters,85,155,60,185.0000,214.0000,0.791,Carton Case,2,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN450G1S-4U P,Inverter-FRN450G1S-4U P,Inverters,85,155,60,203.0000,213.0000,0.791,Carton Case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN45AQ1L-4A,Inverter-FRN45AQ1L-4A,Inverters,41,88,50,No Data,No Data,0.180,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN45AQ1L-4E,Inverter-FRN45AQ1L-4E,Inverters,41,88,50,45.0000,51.0000,0.180,Carton Case,3,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN45AQ1M-4A,Inverter-FRN45AQ1M-4A,Inverters,41,88,50,45.0000,50.0000,0.180,Carton Case,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN45AQ1M-4E,Inverter-FRN45AQ1M-4E,Inverters,41,88,50,44.0000,50.0000,0.180,Carton Case,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN45AR1L-2J,Inverter-FRN45AR1L-2J,Inverters,46.5,100,58,66.0000,71.0000,0.270,Carton Case,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN45AR1L-4A,Inverter-FRN45AR1L-4A,Inverters,41,88,50,48.0000,51.0000,0.180,Carton Case,3,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN45AR1L-4E,Inverter-FRN45AR1L-4E,Inverters,41,88,50,48.0000,50.0000,0.180,Carton Case,4,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN45AR1L-4J,Inverter-FRN45AR1L-4J,Inverters,41,88,50,45.0000,50.0000,0.180,Carton Case,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN45AR1L-4TX,Inverter-FRN45AR1L-4TX,Inverters,41,88,50,45.0000,50.0000,0.180,Carton Case,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN45AR1M-4A,Inverter-FRN45AR1M-4A,Inverters,41,88,50,45.0000,50.0000,0.180,Carton Case,3,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN45AR1M-4E,Inverter-FRN45AR1M-4E,Inverters,41,88,50,46.0000,50.0000,0.180,Carton Case,3,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN45F1S-2J,Inverter-FRN45F1S-2J,Inverters,49,80,53,34.0000,39.0000,0.208,Carton Case,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN45F1S-4A,Inverter-FRN45F1S-4A,Inverters,45,71,49,25.0000,30.0000,0.157,Carton Case,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN45F1S-4E,Inverter-FRN45F1S-4E,Inverters,49,80,53,27.0000,32.0000,0.208,Carton Case,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN45F1S-4J,Inverter-FRN45F1S-4J,Inverters,45,71,49,No Data,No Data,0.157,Carton Case,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN45G1E-4A,Inverter-FRN45G1E-4A,Inverters,49,80,51,34.0000,38.0000,0.200,Carton Case,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN45G1E-4E,Inverter-FRN45G1E-4E,Inverters,49,80,51,35.0000,40.0000,0.200,Carton Case,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN45G1E-4EAQ,Inverter-FRN45G1E-4EAQ,Inverters,,,,No Data,No Data,0.000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN45G1E-4EBU,Inverter-FRN45G1E-4EBU,Inverters,49,80,51,35.0000,40.0000,0.200,Carton Case,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN45G1S-2A,Inverter-FRN45G1S-2A,Inverters,50,87,46,44.0000,47.0000,0.200,Carton Case,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN45G1S-2T,Inverter-FRN45G1S-2T,Inverters,50,87,46,45.0000,50.0000,0.200,Carton Case,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN45G1S-4A,Inverter-FRN45G1S-4A,Inverters,49,80,51,33.0000,36.0000,0.200,Carton Case,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN45G1S-4T,Inverter-FRN45G1S-4T,Inverters,49,80,51,33.0000,38.0000,0.200,Carton Case,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN45G2S-2J,Inverter-FRN45G2S-2J,Inverters,50,87,46,47.0000,48.0000,0.200,Carton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN45G2S-4J,Inverter-FRN45G2S-4J,Inverters,49,80,51,30.0000,35.0000,0.200,Carton Case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN45LM1S-4AA,Inverter-FRN45LM1S-4AA,Inverters,46,76,40,38.2510,38.2510,0.140,Carton,,39,,,,,,,,,,,,,,,1,,,2,,,,,,4,,,2,,,,,,4,,,4,FALSE
FRN45LM1S-4E,Inverter-FRN45LM1S-4E,Inverters,46,76,40,No Data,No Data,0.140,Carton,,39,,,,,,,,,,,,,,,1,,,2,,,,,,4,,,2,,,,,,4,,,4,FALSE
FRN45LM1S-4EA,Inverter-FRN45LM1S-4EA,Inverters,46,76,40,38.2510,38.2510,0.140,Carton,,39,,,,,,,,,,,,,,,1,,,2,,,,,,4,,,2,,,,,,4,,,4,FALSE
FRN500AQ1S-4A,Inverter-FRN500AQ1S-4A,Inverters,110,186,62,331.0000,461.0000,1.269,Carton Case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN500AQ1S-4E,Inverter-FRN500AQ1S-4E,Inverters,110,186,62,331.0000,458.0000,1.269,Carton Case,1,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN500AR1S-4A,Inverter-FRN500AR1S-4A,Inverters,110,186,62,331.0000,462.0000,1.269,Carton Case,,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN500AR1S-4E,Inverter-FRN500AR1S-4E,Inverters,110,186,62,331.0000,459.0000,1.269,Carton Case,1,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN500F1S-4A,Inverter-FRN500F1S-4A,Inverters,,,,No Data,No Data,0.000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN500F1S-4DY,Inverter-FRN500F1S-4DY,Inverters,,,,No Data,No Data,0.000,Wooden Case,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN500F1S-4E,Inverter-FRN500F1S-4E,Inverters,,,,No Data,No Data,0.000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN500F1S-4J,Inverter-FRN500F1S-4J,Inverters,,,,No Data,No Data,0.000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN500F1S-4U,Inverter-FRN500F1S-4U,Inverters,96,219,83,332.0000,372.0000,1.745,Wooden Case,,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN500G1E-4A,Inverter-FRN500G1E-4A,Inverters,127,176,75,593.0000,639.0000,1.676,Carton Case,,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN500G1E-4E,Inverter-FRN500G1E-4E,Inverters,127,176,75,590.0000,630.0000,1.676,Carton Case,,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN500G1S-4A,Inverter-FRN500G1S-4A,Inverters,127,176,75,552.0000,624.0000,1.676,Carton Case,1,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN500G1S-4T,Inverter-FRN500G1S-4T,Inverters,,,,No Data,No Data,0.000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN500G1S-4U,Inverter-FRN500G1S-4U,Inverters,96,219,83,242.0000,454.0000,1.745,Wooden Case,wooden case,430.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN500G2S-4J,Inverter-FRN500G2S-4J,Inverters,127,176,75,451.0000,524.0000,1.676,Carton Case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN5.5AQ1L-4A,Inverter-FRN5.5AQ1L-4A,Inverters,23.5,55,34.5,10.8100,10.8100,0.045,Carton,,11,,,,,,2,,,3,,,6,,,8,,,,,,14,,,,,,,,,16,,,,,,16,FALSE
FRN55AQ1L-4A,Inverter-FRN55AQ1L-4A,Inverters,41,88,50,No Data,No Data,0.180,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN5.5AQ1L-4E,Inverter-FRN5.5AQ1L-4E,Inverters,23.5,55,34.5,10.5070,10.5070,0.045,Carton,3,11,,,,,,2,,,3,,,6,,,8,,,,,,14,,,,,,,,,16,,,,,,16,FALSE
FRN55AQ1L-4E,Inverter-FRN55AQ1L-4E,Inverters,41,88,50,47.0000,51.0000,0.180,Carton Case,3,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN5.5AQ1M-4A,Inverter-FRN5.5AQ1M-4A,Inverters,23.5,55,34.5,10.5210,10.5210,0.045,Carton,3,11,,,,,,2,,,3,,,6,,,8,,,,,,14,,,,,,,,,16,,,,,,16,FALSE
FRN55AQ1M-4A,Inverter-FRN55AQ1M-4A,Inverters,41,88,50,46.0000,50.0000,0.180,Carton Case,3,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
