ratioStandard,ratioWarp,mode,product,transportMode,ratioBoxes,returnableTotal,totalPackages,shipment,cartonTotal,siQty,qty,ratioCarton,boxesTotal,packagingBreakdown.warpQty,packagingBreakdown.qty110x110x65,packagingBreakdown.qty110x110x115,packagingBreakdown.qty80x120x90,packagingBreakdown.qty70x100x90,packagingBreakdown.qty80x120x65,packagingBreakdown.qty53x53x58,packagingBreakdown.qty110x110x90,packagingBreakdown.qty80x120x115,packagingBreakdown.qty47x66x68,packagingBreakdown.unitQty,packagingBreakdown.qty42x46x68,packagingBreakdown.qty68x74x86,packagingBreakdown.returnableQty,packagingBreakdown.qty27x27x22,packagingBreakdown.qty57x64x84,packagingBreakdown.qty53x53x19,standardTotal,warpTotal,ratioReturnable,date,customerName,remark,consigneeName,__id,__path,__createTime,__updateTime
4,0,VESSEL,INVERTER,VESSEL,1.6666666666666667,0,9,FEA NJ,0,5,184,0,5,0,0,0,3,0,1,0,0,0,0,0,4,1,0,0,0,0,4,0,0,2024-07-17,FMT,,FEA NJ,0cjbuqeLOXNUitqfbcQD,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/0cjbuqeLOXNUitqfbcQD,2026-03-06T02:44:51.240429Z,2026-03-06T09:16:35.654523Z
0,0,AIRCRAFT,TEMPERATURE CONTROL,AIRCRAFT,2.6666666666666665,0,13,FEF,5,12,406,0.16666666666666666,8,0,0,0,0,0,0,1,0,0,1,0,6,0,0,1,0,4,0,0,0,2023-01-30,FMT,,FEF,0f1p6vDoBAB1NSaxJVvu,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/0f1p6vDoBAB1NSaxJVvu,2026-03-06T02:45:00.788854Z,2026-03-06T09:16:35.654523Z
0,2.3,VESSEL,INVERTER,VESSEL,0.6666666666666666,0,25,FEE,0,5,36,0,2,23,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,23,0,2021-02-16,FMT,,FEE,0fPjq2G6APMZbTqt3AxU,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/0fPjq2G6APMZbTqt3AxU,2026-03-06T02:44:23.365298Z,2026-03-06T09:16:35.654523Z
0,0.8,AIRCRAFT,INVERTER,AIRCRAFT,0,0,8,FEA NJ,0,1,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2023-11-28,FMT,,FEA NJ,0gH1019DqcdNaCxWPeZ0,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/0gH1019DqcdNaCxWPeZ0,2026-03-06T02:45:00.788854Z,2026-03-06T09:16:35.654523Z
1,0,VESSEL,INVERTER,VESSEL,3,0,10,FAP,0,9,202,0,9,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2021-09-24,FMT,,FAP,0gigg6gK3OQyo5lWHmTM,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/0gigg6gK3OQyo5lWHmTM,2026-03-06T02:44:32.424350Z,2026-03-06T09:16:35.654523Z
0,0,AIRCRAFT,TEMPERATURE CONTROL,AIRCRAFT,3.3333333333333335,0,23,FEI,13,14,1214,0.43333333333333335,10,0,0,0,0,0,0,6,0,0,2,0,2,0,0,11,0,2,0,0,0,2022-03-02,FMT,,FEI,0gj5p2jOyNSHesCttNYE,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/0gj5p2jOyNSHesCttNYE,2026-03-06T02:44:28.304385Z,2026-03-06T09:16:35.654523Z
15,2.6,VESSEL,INVERTER,VESSEL,0.6666666666666666,0,43,FEA NJ,0,8,782,0,2,26,0,0,9,0,0,0,0,6,0,0,1,0,0,0,1,0,15,26,0,2022-03-29,FMT,,FEA NJ,0gmg6MB8ktXXHFKnOncM,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/0gmg6MB8ktXXHFKnOncM,2026-03-06T02:45:00.788854Z,2026-03-06T09:16:35.654523Z
0,1.7,AIRCRAFT,INVERTER,AIRCRAFT,0,0,17,FEA TWMC,0,2,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2023-09-29,FMT,,FEA TWMC,0hLHmdEFafjlvu9EFDZF,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/0hLHmdEFafjlvu9EFDZF,2026-03-06T02:45:00.788854Z,2026-03-06T09:16:35.654523Z
17,0.6,VESSEL,INVERTER,VESSEL,2.3333333333333335,0,30,FEA NJ,0,11,239,0,7,6,0,0,1,1,0,0,0,16,2,0,3,1,0,0,0,0,17,6,0,2023-10-31,FMT,,FEA NJ,0hVTTZKnfny7109SQn3p,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/0hVTTZKnfny7109SQn3p,2026-03-06T02:45:02.235743Z,2026-03-06T09:16:35.654523Z
1,0,VESSEL,INVERTER,VESSEL,3.3333333333333335,0,11,FAP,0,8,82,0,10,0,0,1,0,7,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,2021-02-12,FMT,,FAP,0iCqHBuQaGZr0jVvA1bi,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/0iCqHBuQaGZr0jVvA1bi,2026-03-06T02:44:23.365298Z,2026-03-06T09:16:35.654523Z
5,1.4,VESSEL,INVERTER,VESSEL,1.3333333333333333,0,23,FEA NJ,0,5,424,0,4,14,0,0,3,3,0,0,0,2,0,0,0,1,0,0,0,0,5,14,0,2024-07-01,FMT,,FEA NJ,0ipH5xkt5ZYMgC29KQBT,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/0ipH5xkt5ZYMgC29KQBT,2026-03-06T02:44:28.304385Z,2026-03-06T09:16:35.654523Z
18,4.3,VESSEL,INVERTER,VESSEL,3.3333333333333335,0,71,FAP,0,14,952,0,10,43,0,9,0,4,0,0,9,0,1,0,3,2,0,0,0,0,18,43,0,2021-02-01,FMT,,FAP,0iwVEOBXpLmLaWKa9Giv,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/0iwVEOBXpLmLaWKa9Giv,2026-03-06T02:44:18.832963Z,2026-03-06T09:16:35.654523Z
25,9.7,VESSEL,INVERTER,VESSEL,4.666666666666667,0,136,FEI,0,23,916,0,14,97,0,24,0,5,0,0,1,0,2,0,1,4,0,0,2,0,25,97,0,2022-07-25,FMT,,FEI,0j68iUvapKELnx1lgqTn,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/0j68iUvapKELnx1lgqTn,2026-03-06T02:44:55.432269Z,2026-03-06T09:16:35.654523Z
0,0,VESSEL,TEMPERATURE CONTROL,VESSEL,4.333333333333333,0,20,FEC,7,9,1766,0.23333333333333334,13,0,0,0,0,0,0,11,0,0,0,0,2,0,0,3,0,4,0,0,0,2022-06-10,FMT,,FEC,0kF6k7TNNAivV6jcI0Zv,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/0kF6k7TNNAivV6jcI0Zv,2026-03-06T02:44:44.544187Z,2026-03-06T09:16:35.654523Z
0,0,COURIER,TEMPERATURE CONTROL,COURIER,0,0,1,FAP,1,1,3,0.03333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023-02-13,FMT,,FAP,0kLTyLz6b9MdXyEezwee,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/0kLTyLz6b9MdXyEezwee,2026-03-06T02:44:41.429278Z,2026-03-06T09:16:35.654523Z
19,3.7,VESSEL,INVERTER,VESSEL,5.666666666666667,0,73,FAP,0,28,1382,0,17,37,1,5,0,5,0,0,13,0,1,0,5,4,0,0,2,0,19,37,0,2021-10-01,FMT,,FAP,0mqXA1KlWYTSk71SIgFQ,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/0mqXA1KlWYTSk71SIgFQ,2026-03-06T02:44:28.304385Z,2026-03-06T09:16:35.654523Z
0,0,AIRCRAFT,TEMPERATURE CONTROL,AIRCRAFT,0,0,12,FETW,12,7,394,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,2023-02-08,FMT,,FETW,0nO00IJhy3oSVUVUqdvV,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/0nO00IJhy3oSVUVUqdvV,2026-03-06T02:44:35.130684Z,2026-03-06T09:16:35.654523Z
17,8.4,VESSEL,INVERTER,VESSEL,1.6666666666666667,0,106,FEA NJ,0,13,302,0,5,84,0,0,2,2,0,0,0,15,2,0,0,1,0,0,0,0,17,84,0,2023-10-24,FMT,,FEA NJ,0nuhl2zAmtK9oFfGqr6A,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/0nuhl2zAmtK9oFfGqr6A,2026-03-06T02:44:59.190364Z,2026-03-06T09:16:35.654523Z
0,0.1,VESSEL,INVERTER,VESSEL,3,0,10,FEID,0,10,91,0,9,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,3,0,0,1,0,2022-05-10,FMT,,FEID,0oF5iD6MurjeRH8BpPBC,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/0oF5iD6MurjeRH8BpPBC,2026-03-06T02:44:41.429278Z,2026-03-06T09:16:35.654523Z
0,1.2,AIRCRAFT,INVERTER,AIRCRAFT,0,0,12,FEE,0,1,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2022-08-23,FMT,,FEE,0pMjN8Yw9JA49PUmAsKI,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/0pMjN8Yw9JA49PUmAsKI,2026-03-06T02:44:59.190364Z,2026-03-06T09:16:35.654523Z
7,0,VESSEL,TEMPERATURE CONTROL,VESSEL,1.3333333333333333,0,12,FEC,1,2,3021,0.03333333333333333,4,0,0,7,0,0,0,4,0,0,0,0,0,0,0,1,0,0,7,0,0,2024-08-13,FMT,,FEC,0pN6pTNeXB3f3vKS0GbL,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/0pN6pTNeXB3f3vKS0GbL,2026-03-06T02:44:44.544187Z,2026-03-06T09:16:35.654523Z
0,2.5,VESSEL,INVERTER,VESSEL,0,0,25,FEA NJ,0,1,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,2021-01-25,FMT,,FEA NJ,0tTVPlzIybNPX1XqrkMQ,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/0tTVPlzIybNPX1XqrkMQ,2026-03-06T02:44:18.832963Z,2026-03-06T09:16:35.654523Z
12,0,VESSEL,INVERTER,VESSEL,1.6666666666666667,0,17,FAP,0,5,121,0,5,0,0,0,0,4,0,0,12,0,0,0,0,1,0,0,0,0,12,0,0,2023-02-06,FMT,,FAP,0u53zRpfEEEvgrWwjfsC,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/0u53zRpfEEEvgrWwjfsC,2026-03-06T02:44:38.646577Z,2026-03-06T09:16:35.654523Z
0,0,VESSEL,TEMPERATURE CONTROL,VESSEL,2,0,11,FEI,5,6,679,0.16666666666666666,6,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1,0,4,0,0,0,2024-07-12,FMT,,FEI,0unHfuFCZxPhu6AJRhEy,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/0unHfuFCZxPhu6AJRhEy,2026-03-06T02:44:44.544187Z,2026-03-06T09:16:35.654523Z
0,0.2,VESSEL,INVERTER,VESSEL,0.3333333333333333,0,3,FEA NJ AID,0,3,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2023-03-28,FMT,,FEA NJ AID,0vgdMQgErD8nyB2OI2u1,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/0vgdMQgErD8nyB2OI2u1,2026-03-06T02:44:55.432269Z,2026-03-06T09:16:35.654523Z
0,0.6,AIRCRAFT,INVERTER,AIRCRAFT,0,0,6,FEA NJ AID,0,2,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2023-04-04,FMT,,FEA NJ AID,0vnqFyNsjL6cs4m2kZL8,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/0vnqFyNsjL6cs4m2kZL8,2026-03-06T02:44:35.130684Z,2026-03-06T09:16:35.654523Z
0,3.2,VESSEL,VENDING MACHINE,VESSEL,0,0,32,FEID,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,32,0,2023-02-14,FMT,,FEID,0vodU4rFwc0AFGHysyuL,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/0vodU4rFwc0AFGHysyuL,2026-03-06T02:44:44.544187Z,2026-03-06T09:16:35.654523Z
81,20.1,VESSEL,INVERTER,VESSEL,19.333333333333332,0,340,FEE,0,77,4421,0,58,201,0,0,15,26,0,0,0,66,7,0,2,11,0,0,12,0,81,201,0,2023-10-16,FMT,,FEE,0vr5594a7hZQBKF8Jn6u,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/0vr5594a7hZQBKF8Jn6u,2026-03-06T02:44:51.240429Z,2026-03-06T09:16:35.654523Z
0,0,AIRCRAFT,INVERTER,AIRCRAFT,0.3333333333333333,0,1,FEI,0,1,20,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-04,FMT,,FEI,0w1UpGJW87YQE5PEdILH,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/0w1UpGJW87YQE5PEdILH,2026-03-06T02:44:38.646577Z,2026-03-06T09:16:35.654523Z
0,0,VESSEL,TEMPERATURE CONTROL,VESSEL,0.3333333333333333,0,3,FEI,2,2,240,0.06666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2022-09-20,FMT,,FEI,0x7rxzs8tlwCBVmk49QA,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/0x7rxzs8tlwCBVmk49QA,2026-03-06T02:44:51.240429Z,2026-03-06T09:16:35.654523Z
0,0,AIRCRAFT,TEMPERATURE CONTROL,AIRCRAFT,1,0,4,WuXi,1,1,19,0.03333333333333333,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2023-04-11,FMT,,WuXi,0xxEW5Xygvigitl6CqCR,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/0xxEW5Xygvigitl6CqCR,2026-03-06T02:44:44.544187Z,2026-03-06T09:16:35.654523Z
0,0.7,AIRCRAFT,INVERTER,AIRCRAFT,0,0,7,FEI,0,1,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2025-10-01,FMT,,FEI,0yhbjjSm31kpWLwsj6JC,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/0yhbjjSm31kpWLwsj6JC,2026-03-06T02:44:32.424350Z,2026-03-06T09:16:35.654523Z
0,0,VESSEL,INVERTER,VESSEL,1.6666666666666667,0,5,FEID,0,5,66,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,2024-01-17,FMT,,FEID,0zkUdFI0G2HuNxK2fEVF,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/0zkUdFI0G2HuNxK2fEVF,2026-03-06T02:44:51.240429Z,2026-03-06T09:16:35.654523Z
2,0,VESSEL,INVERTER,VESSEL,0,0,2,FEC,0,1,61,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2022-08-17,FMT,,FEC,106kMV8tIQJIl7HudH5z,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/106kMV8tIQJIl7HudH5z,2026-03-06T02:44:48.328492Z,2026-03-06T09:16:35.654523Z
0,0,VESSEL,TEMPERATURE CONTROL,VESSEL,0.3333333333333333,0,1,FEA,0,1,82,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-11-15,FMT,,FEA,10yhlf6cYIbcEDFNJwHf,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/10yhlf6cYIbcEDFNJwHf,2026-03-06T02:44:41.429278Z,2026-03-06T09:16:35.654523Z
3,0,VESSEL,INVERTER,VESSEL,1.3333333333333333,0,7,FEI,0,7,129,0,4,0,0,0,0,2,0,0,3,0,0,0,1,1,0,0,0,0,3,0,0,2023-02-06,FMT,,FEI,12O7FVZXyQudRrtJpYuB,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/12O7FVZXyQudRrtJpYuB,2026-03-06T02:44:38.646577Z,2026-03-06T09:16:35.654523Z
4,0.5,VESSEL,INVERTER,VESSEL,0.3333333333333333,0,10,FEA NJ,0,2,216,0,1,5,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,4,5,0,2025-12-18,FMT,,FEA NJ,13gjNdOhHldCJKDsnGUJ,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/13gjNdOhHldCJKDsnGUJ,2026-03-06T02:44:48.328492Z,2026-03-06T09:16:35.654523Z
0,0,AIRCRAFT,TEMPERATURE CONTROL,AIRCRAFT,0.6666666666666666,0,2,FETW,0,1,187,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-10-08,FMT,,FETW,153JAsXlTnoqBNQjxAQY,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/153JAsXlTnoqBNQjxAQY,2026-03-06T02:44:28.304385Z,2026-03-06T09:16:35.654523Z
10,0,VESSEL,TEMPERATURE CONTROL,VESSEL,8,0,41,FEC,7,17,7418,0.23333333333333334,24,0,0,10,0,0,0,20,0,0,0,0,4,0,0,3,0,4,10,0,0,2023-06-17,FMT,,FEC,154mTWHWMsYACQSuXYER,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/154mTWHWMsYACQSuXYER,2026-03-06T02:44:51.240429Z,2026-03-06T09:16:35.654523Z
0,0,AIRCRAFT,INVERTER,AIRCRAFT,0.3333333333333333,0,1,FEE,0,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2021-04-29,FMT,,FEE,15iPIcqaFyzpUznE6ZR7,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/15iPIcqaFyzpUznE6ZR7,2026-03-06T02:44:18.832963Z,2026-03-06T09:16:35.654523Z
0,0.6,VESSEL,INVERTER,VESSEL,0,0,6,FEA NJ,0,1,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2021-04-02,FMT,,FEA NJ,16PLJR5UATyiMagi89v2,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/16PLJR5UATyiMagi89v2,2026-03-06T02:44:23.365298Z,2026-03-06T09:16:35.654523Z
3,0,VESSEL,INVERTER,VESSEL,1.3333333333333333,0,7,FEA NJ,0,4,287,0,4,0,0,0,1,2,0,0,0,2,1,0,0,0,0,0,1,0,3,0,0,2021-06-01,FMT,,FEA NJ,17KSgAr9Tg3subxlyLzB,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/17KSgAr9Tg3subxlyLzB,2026-03-06T02:44:23.365298Z,2026-03-06T09:16:35.654523Z
0,0,AIRCRAFT,TEMPERATURE CONTROL,AIRCRAFT,0.6666666666666666,0,3,FEF,1,3,72,0.03333333333333333,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2021-01-25,FMT,,FEF,19AWEhDemzN75muEjoOm,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/19AWEhDemzN75muEjoOm,2026-03-06T02:44:23.365298Z,2026-03-06T09:16:35.654523Z
56,2.1,VESSEL,INVERTER,VESSEL,8,0,101,FEI,0,42,2593,0,24,21,0,26,0,7,0,0,30,0,3,0,7,6,0,0,1,0,56,21,0,2023-10-11,FMT,,FEI,19RCWi8HVBbcwEWMtiQ0,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/19RCWi8HVBbcwEWMtiQ0,2026-03-06T02:44:41.429278Z,2026-03-06T09:16:35.654523Z
28,1,VESSEL,INVERTER,VESSEL,0,0,38,FEI,0,1,1421,0,0,10,0,23,0,0,0,0,5,0,0,0,0,0,0,0,0,0,28,10,0,2025-05-13,FMT,,FEI,19ZbX2gHAidO5pCFdFrS,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/19ZbX2gHAidO5pCFdFrS,2026-03-06T02:44:41.429278Z,2026-03-06T09:16:35.654523Z
18,2.7,VESSEL,INVERTER,VESSEL,4.333333333333333,0,58,FEI,0,26,1149,0,13,27,0,14,0,3,0,0,4,0,2,0,3,3,0,0,2,0,18,27,0,2023-11-29,FMT,,FEI,1AAFAEfBHr7eDcTJr8qZ,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/1AAFAEfBHr7eDcTJr8qZ,2026-03-06T02:45:02.235743Z,2026-03-06T09:16:35.654523Z
1,0,AIRCRAFT,INVERTER,AIRCRAFT,0,0,1,FEE,0,1,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2021-05-31,FMT,,FEE,1AysDQMxmkRrcdPld2wr,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/1AysDQMxmkRrcdPld2wr,2026-03-06T02:44:23.365298Z,2026-03-06T09:16:35.654523Z
6,8.3,VESSEL,INVERTER,VESSEL,1.6666666666666667,0,94,FEA NJ,0,13,307,0,5,83,0,0,4,2,2,0,0,0,0,0,2,1,0,0,0,0,6,83,0,2022-06-28,FMT,,FEA NJ,1BB3HX63j5SNzWls9PXA,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/1BB3HX63j5SNzWls9PXA,2026-03-06T02:44:55.432269Z,2026-03-06T09:16:35.654523Z
31,2.3,VESSEL,INVERTER,VESSEL,3,0,63,FEA NJ,0,16,763,0,9,23,0,0,27,3,0,0,0,4,0,0,1,2,0,0,3,0,31,23,0,2022-08-16,FMT,,FEA NJ,1BBx4a3AJ5pgYGjdQk2Z,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/1BBx4a3AJ5pgYGjdQk2Z,2026-03-06T02:44:48.328492Z,2026-03-06T09:16:35.654523Z
0,0,VESSEL,TEMPERATURE CONTROL,VESSEL,1,0,5,FEI,2,2,363,0.06666666666666667,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,2024-02-29,FMT,,FEI,1Bhe8nM66Vtg1w6ZXSay,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/1Bhe8nM66Vtg1w6ZXSay,2026-03-06T02:45:00.788854Z,2026-03-06T09:16:35.654523Z
1,0,AIRCRAFT,INVERTER,AIRCRAFT,0,0,1,FEE,0,1,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2021-01-28,FMT,Combine Air & Sea,FEE,1CUp6fmi0KJuwqWLoFPN,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/1CUp6fmi0KJuwqWLoFPN,2026-03-06T02:44:23.365298Z,2026-03-06T09:16:35.654523Z
5,0,VESSEL,INVERTER,VESSEL,0,0,5,FEI,0,2,74,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,2024-09-09,FMT,,FEI,1E3MckL1xRB1s2omkEUo,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/1E3MckL1xRB1s2omkEUo,2026-03-06T02:44:38.646577Z,2026-03-06T09:16:35.654523Z
0,0,AIRCRAFT,INVERTER,AIRCRAFT,0.6666666666666666,0,2,FEA FRE,0,1,70,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022-05-23,FMT,,FEA FRE,1EuEjPdqibBJEiqgCulx,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/1EuEjPdqibBJEiqgCulx,2026-03-06T02:44:59.190364Z,2026-03-06T09:16:35.654523Z
0,0,AIRCRAFT,TEMPERATURE CONTROL,AIRCRAFT,1.6666666666666667,0,5,WuXi,0,3,21,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2021-12-13,FMT,,WuXi,1GOOnK0gSGI2yovqeQVz,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/1GOOnK0gSGI2yovqeQVz,2026-03-06T02:44:28.304385Z,2026-03-06T09:16:35.654523Z
0,0,VESSEL,TEMPERATURE CONTROL,VESSEL,0.6666666666666666,0,2,FEI,0,1,270,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2022-03-02,FMT,,FEI,1GQ0MGOtv3cWr5XiHBv1,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/1GQ0MGOtv3cWr5XiHBv1,2026-03-06T02:44:28.304385Z,2026-03-06T09:16:35.654523Z
1,0,AIRCRAFT,TEMPERATURE CONTROL,AIRCRAFT,2.6666666666666665,0,9,FEC,0,2,749,0,8,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,2022-03-01,FMT,,FEC,1HH2xE6QEt3DPZu6Rp0W,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/1HH2xE6QEt3DPZu6Rp0W,2026-03-06T02:44:32.424350Z,2026-03-06T09:16:35.654523Z
0,0,AIRCRAFT,TEMPERATURE CONTROL,AIRCRAFT,0.3333333333333333,0,2,FAP,1,1,500,0.03333333333333333,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2022-01-11,FMT,,FAP,1Hxdi3rRGDv5QI0ovrph,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/1Hxdi3rRGDv5QI0ovrph,2026-03-06T02:44:44.544187Z,2026-03-06T09:16:35.654523Z
0,0,VESSEL,TEMPERATURE CONTROL,VESSEL,0.6666666666666666,0,2,FEA,0,1,290,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2021-12-27,FMT,,FEA,1JKmW468k9c9NNOV1EC9,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/1JKmW468k9c9NNOV1EC9,2026-03-06T02:44:32.424350Z,2026-03-06T09:16:35.654523Z
1,4.9,VESSEL,INVERTER,VESSEL,1.6666666666666667,0,55,FEE,0,9,113,0,5,49,0,0,0,1,1,0,0,0,1,0,2,0,0,0,1,0,1,49,0,2022-02-02,FMT,,FEE,1JrM76XaTsPtPnPBSyyc,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/1JrM76XaTsPtPnPBSyyc,2026-03-06T02:44:32.424350Z,2026-03-06T09:16:35.654523Z
22,0,VESSEL,INVERTER,VESSEL,0,0,22,FEI,0,2,1213,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,2024-12-09,FMT,,FEI,1L06Do18swkytJUyQZVM,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/1L06Do18swkytJUyQZVM,2026-03-06T02:44:41.429278Z,2026-03-06T09:16:35.654523Z
7,0.7,VESSEL,INVERTER,VESSEL,3,0,23,FAP,0,10,250,0,9,7,0,5,0,2,0,0,2,0,0,0,2,3,0,0,2,0,7,7,0,2021-10-21,FMT,,FAP,1LiqsFpM4VljhWryo1of,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/1LiqsFpM4VljhWryo1of,2026-03-06T02:44:28.304385Z,2026-03-06T09:16:35.654523Z
0,0,VESSEL,TEMPERATURE CONTROL,VESSEL,0.6666666666666666,0,4,FEI,2,4,146,0.06666666666666667,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2024-07-23,FMT,,FEI,1M6J36EXR1g4I4nw5Xsx,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/1M6J36EXR1g4I4nw5Xsx,2026-03-06T02:44:55.432269Z,2026-03-06T09:16:35.654523Z
